865/865,id,pubstate,pubdate,created,modified,word_count,menu_count,title,path
48,1162567165940662615,published,2011-02-17 23:38,2011-02-17 23:38,2011-11-02 09:58,292,0,Nordisk grammatikk og semantikk,/fg/grammatikk
49,1162567165940662624,published,2011-02-17 23:39,2011-02-17 23:39,2011-02-17 23:39,0,0,"Research group on Family and Children law, Succession law and law of Persons",/rg/family
50,1162567165940662631,published,2011-02-17 23:39,2011-02-17 23:39,2011-02-24 13:06,19,0,Grammar and Semantics of the Nordic Languages,/rg/grammar
51,1173842336256949305,published,2008-12-08 14:09,2008-12-08 14:09,2012-02-16 13:57,35,2,Elektronmikroskopisk felleslaboratorium,/elmi
52,1185126445238998563,published,2009-03-23 12:30,2009-03-23 12:30,2009-09-18 09:25,0,0,"Kultur og samfunn i Argentina, Brasil og Chile",/fg/ks_abc
53,1190577122739249087,published,2009-10-08 11:57,2009-10-08 11:57,2010-09-23 22:39,176,0,Nordisk marine forskerskole,/fs/nmf
54,1190577122739249096,published,2009-10-08 11:57,2009-10-08 11:57,2012-02-22 12:35,53,0,Forskerskole i klinisk psykologi og utviklingspsykologi,/fs/cdp
55,1190577122739249105,published,2009-10-08 11:57,2009-10-08 11:57,2011-08-23 23:51,2088,0,"Tekst, Bilde, Lyd, Rom (TBLR)",/fs/tblr-b
56,1190577122739249114,published,2009-10-08 11:57,2009-10-08 11:57,2012-03-11 17:24,42,0,Forskerskole i informasjons- og kommunikasjonsteknologi,/fs/ikt
57,1190577122739249123,published,2009-10-08 11:57,2009-10-08 11:57,2010-05-15 17:29,91,1,Bergen laboratorium for språkdesign,/fg/bldl
58,1190577122739249132,published,2009-10-08 11:57,2009-10-08 11:57,2010-09-23 22:39,229,0,Nordic Marine Academy,/rs/nma
59,1190577122739249139,published,2009-10-08 11:57,2009-10-08 11:57,2012-02-14 15:15,64,0,Graduate School of Clinical and Developmental Psychology,/rs/cdp
60,1190577122739249146,published,2009-10-08 11:57,2009-10-08 11:57,2011-08-23 23:57,2400,0,"Text, Image, Sound, Space (TBLR)",/rs/tblr-b
61,1190577122739249153,published,2009-10-08 11:57,2009-10-08 11:57,2012-03-11 17:24,50,2,Research School in Information and Communication Technology,/rs/ict
62,1190577122739249160,published,2009-10-08 11:57,2009-10-08 11:57,2010-01-20 16:35,73,1,Bergen Language Design Laboratory,/rg/bldl
63,1243165932600519223,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 09:41,88,0,"Institutt for lingvistiske, litterære og estetiske studier",/lle
64,1243165932600519238,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,23,2,Senter for kvinne- og kjønnsforskning,/skok
65,1243165932600519244,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 09:12,81,2,Senter for vitenskapsteori,/svt
66,1243165932600519256,published,2008-09-05 07:07,2008-09-05 07:07,2012-01-26 10:11,58,3,Skolelaboratoriet i realfag,/skolelab
67,1243165932600519310,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-08 13:51,41,0,Institutt for biologi,/bio
68,1243165932600519348,published,2008-09-05 07:07,2008-09-05 07:07,2011-12-01 06:55,181,0,Senter for geobiologi,/geobio
69,1243165932600519360,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-15 13:29,48,1,Det medisinsk-odontologiske fakultet,/mofa
70,1243165932600519368,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 13:16,22,1,Institutt for biomedisin,/biomedisin
71,1243165932600519376,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-08 11:39,135,1,Gades institutt,/gades
72,1243165932600519384,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,0,1,Institutt for kirurgiske fag,/kir
73,1243165932600519392,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 11:36,17,1,Institutt for indremedisin,/indremedisin
74,1243165932600519400,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,23,1,Institutt for klinisk medisin,/kliniskmedisin
75,1243165932600519408,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,94,1,Institutt for klinisk odontologi,/iko
76,1243165932600519416,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,26,1,Senter for internasjonal helse,/cih
77,1243165932600519422,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,0,1,Institutt for samfunnsmedisinske fag,/isf
78,1243165932600519467,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-15 14:03,0,1,Det juridiske fakultet,/jur
79,1243165932600519475,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,83,1,Det psykologiske fakultet,/psyfa
80,1243165932600519495,published,2008-09-05 07:07,2008-09-05 07:07,2012-02-02 14:05,13,1,Senter for middelalderstudier,/cms
81,1243165932600519501,published,2008-09-05 07:07,2008-09-05 07:07,2011-02-03 15:43,214,0,Bjerknessenteret for klimaforskning,/bjerknes
82,1243165932600519513,published,2008-09-05 07:07,2008-09-05 07:07,2012-01-26 10:11,105,0,Odontologisk universitetsklinikk,/ok
83,1243165932600519519,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-08 15:41,37,1,Senter for farmasi,/farmasi
84,1243165932600519549,published,2008-09-05 07:07,2008-09-05 07:07,2011-10-04 08:46,36,3,Universitetsdirektørens kontor,/udir
85,1243165932600519561,published,2008-09-05 07:07,2008-09-05 07:07,2012-01-26 10:11,73,2,Forskningsadministrativ avdeling,/fa
86,1243165932600519579,published,2008-09-05 07:07,2008-09-05 07:07,2012-01-26 10:11,11,0,Økonomiavdelingen,/oka
87,1243165932600519621,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,15,0,Studieadministrativ avdeling,/ua
88,1243165932600519663,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-08 07:41,25,1,Personal- og organisasjonsavdelingen,/poa
89,1243165932600519669,published,2008-09-05 07:07,2008-09-05 07:07,2012-01-26 10:11,65,0,IT-avdelingen,/it
90,1243165932600519687,published,2008-09-05 07:07,2008-09-05 07:07,2012-01-26 10:11,15,0,Eiendomsavdelingen,/eia
91,1243165932600519705,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,98,6,Universitetsbiblioteket,/ub
92,1243165932600519723,published,2008-09-05 07:07,2008-09-05 07:07,2012-02-10 09:05,13,5,Avdeling for spesialsamlinger,/ub/spesial
93,1243165932600519729,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,83,6,Tilvekstavdelingen,/tilvekstavd
94,1243165932600519735,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,57,14,Bibliotek for samfunnsvitenskap og humaniora,/ub/svh
95,1243165932600519747,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,89,10,Bibliotek for realfag,/ub/realfag
96,1243165932600519753,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,62,11,Bibliotek for medisinske og odontologiske fag,/ub/mofa
97,1243165932600519771,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,156,7,Bibliotek for juridiske fag,/ub/jur
98,1243165932600519783,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-12 14:41,46,8,"Bibliotek for psykologi, utdanning og helse",/ub/puh
99,1243165932600519789,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-28 11:43,97,1,Kommunikasjonsavdelingen,/form
100,1243165932600519807,published,2008-09-05 07:07,2008-09-05 07:07,2012-03-07 13:35,53,4,Universitetsmuseet i Bergen,/universitetsmuseet
101,1251273243521227245,published,2011-05-25 22:36,2011-05-25 22:36,2012-03-06 14:12,130,0,De naturhistoriske samlinger,/dns
102,1251273243521227321,published,2011-05-25 22:37,2011-05-25 22:37,2011-10-17 22:47,0,0,The Cultural History Collections,/dks/en
103,1251273243521227340,published,2011-05-25 22:37,2011-05-25 22:37,2011-05-25 22:37,0,0,The Natural History Collections,/dns/en
104,1375894860794547542,published,2012-02-13 11:20,2012-02-13 11:20,2012-02-13 11:23,0,0,Skiftande klima mellom polane (SHIFTS),/prosjekt/shifts
105,1375894860794547551,published,2012-02-13 11:20,2012-02-13 11:20,2012-03-07 09:40,0,1,Kjernefasiliteten for metabolittanalyser,/mofa/metabolomics
106,1375894860794547560,published,2012-02-13 11:20,2012-02-13 11:20,2012-03-07 09:38,0,1,Kjernefasiliteten for flowcytometri,/mofa/flow
107,1375894860794547569,published,2012-02-13 11:20,2012-02-13 11:20,2012-03-07 11:50,0,1,Norwegian Microarray Consortium - Bergen,/mofa/microarray
108,1375894860794547578,published,2012-02-13 11:20,2012-02-13 11:20,2012-02-17 08:55,0,0,Shifting Climate states of the polar regions (SHIFTS),/project/shifts
109,1375894860794547585,published,2012-02-13 11:20,2012-02-13 11:20,2012-03-07 10:12,0,1,Core Facility for Flowcytometry,/mofa/flow/en
110,1375894860794547592,published,2012-02-13 11:20,2012-02-13 11:20,2012-03-07 10:16,0,1,Core Facility for Metabolomics,/mofa/metabolomics/en
111,1375894860794547599,published,2012-02-13 11:20,2012-02-13 11:20,2012-03-07 10:12,0,1,Norwegian Microarray Consortium - Bergen,/mofa/microarray/en
112,1436139080152361692,published,2011-01-20 11:59,2011-01-20 11:59,2012-03-02 07:09,70,0,"Klimaendring: media, politikk og samfunn",/fg/ccmps
113,1446728463846304103,published,2009-01-29 13:11,2009-01-29 13:11,2009-09-18 09:25,99,1,Topologi,/fg/topologi
114,1505662209462841606,published,2011-02-17 11:47,2011-02-17 11:47,2012-03-05 10:19,0,0,"Forskergruppe for familie-, barne-, arve- og personrett",/fg/familie
115,1629818563774201341,published,2009-02-21 09:12,2009-02-21 09:12,2012-02-22 16:43,56,0,"Forskergruppe for statsrett, folkerett og internasjonale menneskerettigheter",/fg/sfim
116,1629818563774201350,published,2009-02-21 09:12,2009-02-21 09:12,2011-12-09 13:28,0,1,"International, Constitutional and Human Rights Law",/rg/ichr
117,1641537827644536155,published,2009-01-22 10:22,2009-01-22 10:22,2012-04-02 20:09,136,1,Om UiB,/om
118,1641537827644536164,published,2009-01-22 10:22,2009-01-22 10:22,2012-03-15 13:58,63,0,PhD - Doctoral Education,/phd/en
119,1641537827644536171,published,2009-01-22 10:22,2009-01-22 10:22,2012-04-02 20:09,48,2,About UiB,/about
120,1829107811045872386,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,287,2,Kreft,/fg/kreft
121,1829107811045872391,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-26 10:11,325,2,Internasjonaliseringsprosesser i kulturelt og historisk perspektiv,/fg/internasj
122,1829107811045872413,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,692,1,Molekylære og genetiske analyser av genregulering i fosterutviklingen,/fg/fjosesebra
123,1829107811045872418,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-26 10:11,132,1,Kromatin-basert genregulering  og cellulær hukommelse,/fg/genreg
124,1829107811045872423,published,2008-12-12 07:44,2008-12-12 07:44,2010-02-09 07:30,50,1,Molekylær bioteknologi og retrovirologi,/fg/mbr
125,1829107811045872428,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-26 10:11,0,0,Genregulering i CNS utvikling,/fg/intergen
126,1829107811045872433,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,0,0,Proteinstruktur og -funksjon,/fg/protein
127,1829107811045872438,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,334,0,Genregulering i gonade differensiering og utvikling,/fg/gengonade
128,1829107811045872443,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,0,0,Cellesignalering,/fg/cellsignal
129,1829107811045872451,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-27 10:46,82,0,Miljøtoksikologi,/fg/toks
130,1829107811045872456,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,118,1,Post-osmanske gruppe,/fg/ottoman
131,1829107811045872461,published,2008-12-12 07:44,2008-12-12 07:44,2011-12-06 14:18,59,2,Bergen Pacific Studies Research Group,/fg/stillehavet
132,1829107811045872466,published,2008-12-12 07:44,2008-12-12 07:44,2009-11-30 07:16,54,1,Norske rom,/fg/norskerom
133,1829107811045872471,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,222,1,Challenging the State,/fg/challenging
134,1829107811045872476,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-27 17:05,29,1,Poverty Politics Research Group,/fg/poverty
135,1829107811045872481,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,133,1,Global Moments in the Levant,/fg/globalmoment
136,1829107811045872486,published,2008-12-12 07:44,2008-12-12 07:44,2012-03-11 20:44,68,1,Fylogenetisk Systematikk og Evolusjon,/fg/fse
137,1829107811045872491,published,2008-12-12 07:44,2008-12-12 07:44,2012-02-24 13:28,169,1,Næringsøkonomi og økonomisk organisering,/fg/narok
138,1829107811045872496,published,2008-12-12 07:44,2008-12-12 07:44,2010-12-16 08:58,341,1,Trygdeøkonomi,/fg/trygdeok
139,1829107811045872501,published,2008-12-12 07:44,2008-12-12 07:44,2012-02-24 11:51,155,1,Helseøkonomi i Bergen - HEB,/fg/heb
140,1829107811045872506,published,2008-12-12 07:44,2008-12-12 07:44,2012-02-24 13:30,270,1,"Naturressurser, miljø og utvikling",/fg/rmu
141,1829107811045872511,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-25 16:33,153,1,"Velferd, ulikhet og livsløp",/fg/velu
142,1829107811045872516,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-26 10:11,74,1,"Arbeid, Kunnskap, Økonomi og Utdanning",/fg/akeku
143,1829107811045872521,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-24 13:52,94,1,"Migrasjon, Miljø og Utvikling",/fg/mimu
144,1829107811045872526,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,0,0,Strukturgeologi,/fg/geologi
145,1829107811045872537,published,2008-12-12 07:44,2008-12-12 07:44,2009-09-18 09:25,0,0,Biosystematikk,/fg/biosyst
146,1829107811045872542,published,2008-12-12 07:44,2008-12-12 07:44,2011-06-01 09:25,87,1,Fortidens landskap og miljø,/fg/flom
147,1829107811045872550,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-26 10:11,87,0,Velferd og demokrati,/fg/velferd
148,1829107811045872555,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-26 10:11,217,0,Europeisk politikk,/fg/europa
149,1829107811045872560,published,2008-12-12 07:44,2008-12-12 07:44,2012-01-26 10:11,195,0,Metode,/fg/metode
150,1829107811045872565,published,2008-12-12 07:44,2008-12-12 07:44,2012-03-07 14:52,92,0,Demokrati og utvikling,/fg/demokrati
151,1829107811045872570,published,2008-12-12 07:44,2008-12-12 07:44,2011-11-23 14:24,77,1,Ecological & Environmental Change Research Group,/fg/eecrg
152,2007866155088958417,published,2010-01-20 12:26,2010-01-20 12:26,2011-11-12 09:25,146,0,Protein modifiseringer i et molekylært og cellulært perspektiv,/fg/nat
153,2023502814012646784,published,2010-02-24 23:14,2010-02-24 23:14,2012-03-05 12:15,0,1,Internasjonalt,/internasjonalt
154,2023502814012646793,published,2010-02-24 23:14,2010-02-24 23:14,2012-03-05 12:15,0,1,International,/international
155,2025188612129659341,published,2009-11-03 23:14,2009-11-03 23:14,2012-01-26 10:11,295,0,Tvertek,/fg/tvertek
156,2025188612129659350,published,2009-11-03 23:14,2009-11-03 23:14,2012-03-12 09:08,196,1,Tvertek research group,/rg/tvertek
157,2069052046270727107,published,2009-03-28 01:18,2009-03-28 01:18,2011-04-20 11:08,0,0,Research group for Criminal law and criminal procedure,/rg/crim
158,2079783611233688749,published,2011-11-01 23:44,2011-11-01 23:44,2011-11-01 23:46,0,0,Fagressurser - Språk og litteratur,/ub/fagressurser/spraaklit
159,2079783611233688758,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Administrasjon og organisasjonsvitenskap,/ub/fagressurser/admorg
160,2079783611233688767,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Arkeologi,/ub/fagressurser/arkeologi
161,2079783611233688776,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Digital kultur,/ub/fagressurser/digkult
162,2079783611233688785,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Filosofi,/ub/fagressurser/filosofi
163,2079783611233688794,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Geografi,/ub/fagressurser/geografi
164,2079783611233688803,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Historie,/ub/fagressurser/historie
165,2079783611233688812,published,2011-11-01 23:45,2011-11-01 23:45,2012-01-11 12:41,0,0,Fagressurser - Informasjons- og medievitenskap,/ub/fagressurser/infomedia
166,2079783611233688821,published,2011-11-01 23:45,2011-11-01 23:45,2012-01-11 12:33,0,0,Fagressurser - Kulturvitenskap,/ub/fagressurser/kulturvitenskap
167,2079783611233688830,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Kunsthistorie,/ub/fagressurser/kunsthistorie
168,2079783611233688839,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Kvinne- og kjønnsforskning,/ub/fagressurser/kvinforsk
169,2079783611233688848,published,2011-11-01 23:45,2011-11-01 23:45,2012-01-11 12:38,0,0,Fagressurser - Midtøstenkunnskap,/ub/fagressurser/midtostenkunnskap
170,2079783611233688857,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Musikk og musikkterapi,/ub/fagressurser/mutp
171,2079783611233688866,published,2011-11-01 23:45,2011-11-01 23:45,2012-01-11 12:45,0,0,Fagressurser - Religionsvitenskap,/ub/fagressurser/religionsvitenskap
172,2079783611233688875,published,2011-11-01 23:45,2011-11-01 23:45,2012-01-11 12:36,0,0,Fagressurser - Rettsvitenskap,/ub/fagressurser/rettsvitenskap
173,2079783611233688884,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Sammenlignende politikk,/ub/fagressurser/sampol
174,2079783611233688893,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Sosialantropologi,/ub/fagressurser/sosialantropologi
175,2079783611233688902,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Sosialøkonomi,/ub/fagressurser/sosialokonomi
176,2079783611233688911,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Sosiologi,/ub/fagressurser/sosiologi
177,2079783611233688920,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Spansk språk og latinamerikastudium,/ub/fagressurser/spla
178,2079783611233688929,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Fagressurser - Teatervitenskap,/ub/fagressurser/teatervitenskap
179,2079783611233688938,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Geography Resources,/ub/resources/geography
180,2079783611233688945,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Theatre Studies Resources,/ub/resources/theatre-studies
181,2079783611233688952,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Philosophy Resources,/ub/resources/philosophy
182,2079783611233688959,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Economics Resources,/ub/resources/economics
183,2079783611233688966,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Social Anthropology Resources,/ub/resources/social-anthropology
184,2079783611233688973,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Comparative Politics Resources,/ub/resources/sampol
185,2079783611233688980,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Law Resources,/ub/resources/law
186,2079783611233688987,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Religion Resources,/ub/resources/religion
187,2079783611233688994,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Music and Music Therapy Resources,/ub/resources/mutp
188,2079783611233689001,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Middle East Studies Resources,/ub/resources/mes
189,2079783611233689008,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Women and Gender Studies Resources,/ub/resources/wgs
190,2079783611233689015,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Spanish Language and Latin American Studies Resources,/ub/resources/spla
191,2079783611233689022,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,Sociology Resources,/ub/resources/sociology
192,2079783611233689029,published,2011-11-01 23:45,2011-11-01 23:45,2011-11-01 23:46,0,0,History Resources,/ub/resources/history
